id,name,published_at,employer_name,alternate_url
"129602300","Младший аналитик данных","2026-01-19T14:47:59+0300","Панина Анастасия Александровна","https://hh.ru/vacancy/129602300"
"130168027","Middle QA инженер (ручной тестировщик)","2026-02-16T14:21:45+0300","Стрит Фалькон","https://hh.ru/vacancy/130168027"
"129879719","Manual QA","2026-02-16T10:40:18+0300","Дартс рекрутинг сервисез","https://hh.ru/vacancy/129879719"
"130499624","Стажер группы анализа данных","2026-02-16T17:08:33+0300","АТОН","https://hh.ru/vacancy/130499624"
"130181431","Senior Python Developer","2026-02-04T18:58:22+0300","Лучи","https://hh.ru/vacancy/130181431"
"130503501","Финансовый аналитик (FP&A)","2026-02-16T20:27:47+0300","Островок","https://hh.ru/vacancy/130503501"
"130346389","Тестировщик ( QA Engineer )","2026-02-11T10:21:09+0300","Компания 05.ру","https://hh.ru/vacancy/130346389"
"128145856","Разработчик JavaScript (frontend)","2026-02-13T16:17:27+0300","Промышленные инновации","https://hh.ru/vacancy/128145856"
"130483409","DevOps-инженер","2026-02-16T12:52:07+0300","Softline","https://hh.ru/vacancy/130483409"
"130040286","Python-разработчик","2026-01-30T12:29:17+0300","ГК Орбита","https://hh.ru/vacancy/130040286"
"129976341","Middle QA Engineer","2026-01-28T19:02:23+0300","Hunt Expert","https://hh.ru/vacancy/129976341"
"130383449","Разработчик Go","2026-02-12T09:33:51+0300","Excdev","https://hh.ru/vacancy/130383449"
"130447676","Инженер по тестированию (Fullstack QA)","2026-02-13T22:09:06+0300","Нетбелл","https://hh.ru/vacancy/130447676"
"130467689","Python-разработчик","2026-02-16T09:23:56+0300","Сбер Бизнес Софт","https://hh.ru/vacancy/130467689"
"130488124","Junior backend-разработчик (Python)","2026-02-16T14:03:32+0300","Модульбанк","https://hh.ru/vacancy/130488124"
"129809221","Data Scientist / ML Engineer","2026-01-23T16:10:26+0300","Лучи","https://hh.ru/vacancy/129809221"
"130322824","Тестировщик","2026-02-10T13:53:35+0300","Медников Николай Владимирович","https://hh.ru/vacancy/130322824"
"130365766","Python-разработчик","2026-02-11T15:47:42+0300","Лоция","https://hh.ru/vacancy/130365766"
"130372337","Менеджер сервисного отдела","2026-02-11T17:38:24+0300","Территория кадров","https://hh.ru/vacancy/130372337"
"130434363","Junior специалист","2026-02-13T13:50:09+0300","Syndicate Group","https://hh.ru/vacancy/130434363"
"130391014","Backend-разработчик","2026-02-12T11:33:25+0300","Глушкова Ксения Евгеньевна","https://hh.ru/vacancy/130391014"
"129285542","Младший аналитик данных","2026-02-11T11:55:12+0300","ПроКонтекст","https://hh.ru/vacancy/129285542"
"130457949","Python-разработчик CTO","2026-02-16T01:52:55+0300","Робита","https://hh.ru/vacancy/130457949"
"130217570","QA-инженер/ Тестировщик(мобильные приложения)","2026-02-14T16:25:15+0300","CleverPumpkin","https://hh.ru/vacancy/130217570"
"130445662","Junior AI Engineer (стажер) / AI-инженер","2026-02-13T18:10:30+0300","Степанова Евгения","https://hh.ru/vacancy/130445662"
"130465420","Python инженер (+BI)","2026-02-16T08:49:55+0300","IT_One","https://hh.ru/vacancy/130465420"
"130357971","Стажёр Python-разработчик","2026-02-11T13:32:48+0300","Игроник","https://hh.ru/vacancy/130357971"
"129673886","Начинающий специалист / Data Analyst / Data Scientist","2026-01-20T18:27:31+0300","Kept (Кэпт)","https://hh.ru/vacancy/129673886"
"129685138","Начинающий сотрудник поддержки для маркетплейсов (без продаж)","2026-01-21T08:08:29+0300","ТЭМП","https://hh.ru/vacancy/129685138"
"130486105","Стажер в отдел безопасной разработки","2026-02-16T13:30:05+0300","Русьтелетех","https://hh.ru/vacancy/130486105"
"130455953","Бизнес-аналитик","2026-02-15T15:44:08+0300","STONE","https://hh.ru/vacancy/130455953"
"130335038","Backend-разработчик (Python)","2026-02-10T19:21:49+0300","CHOICEIT","https://hh.ru/vacancy/130335038"
"130485993","Python-разработчик","2026-02-16T13:28:23+0300","Прошин Евгений","https://hh.ru/vacancy/130485993"
"130442901","Python разработчик","2026-02-13T16:43:14+0300","Fortech","https://hh.ru/vacancy/130442901"
"130097516","QA (web+mobile) специалист","2026-02-02T15:48:49+0300","СЕТТЕ","https://hh.ru/vacancy/130097516"
"130484172","Специалист по автоматизации бизнеса","2026-02-16T13:03:34+0300","Хайлер","https://hh.ru/vacancy/130484172"
"130450814","Trainee/Intern/Junior Python backend developer","2026-02-14T14:55:47+0300","Рекруто","https://hh.ru/vacancy/130450814"
"130467183","AI/ML-инженер","2026-02-16T09:16:45+0300","Эстейт Sezar Group","https://hh.ru/vacancy/130467183"
"130493066","Стажер группы маркетинговой аналитики","2026-02-16T15:16:55+0300","Level Group","https://hh.ru/vacancy/130493066"
"130496516","Junior Data Analyst / Data Analyst","2026-02-16T16:09:56+0300","WhoIsBlogger (WIB)","https://hh.ru/vacancy/130496516"
"130442984","Директор по развитию (B2B, офис)","2026-02-16T16:45:40+0300","ПИТОН","https://hh.ru/vacancy/130442984"
"130373420","Продуктовый аналитик (Junior)","2026-02-11T18:21:00+0300","ВкусВилл","https://hh.ru/vacancy/130373420"
"130134630","Тестировщик","2026-02-15T15:19:04+0300","Новейшие Технологии ЛС","https://hh.ru/vacancy/130134630"
"130360071","Java-разработчик в Core-команду","2026-02-11T14:10:07+0300","Koronatech","https://hh.ru/vacancy/130360071"
"130484686","Python Backend Developer (Middle)","2026-02-16T13:09:21+0300","Мэйнс Лаборатория","https://hh.ru/vacancy/130484686"
"130141552","Продуктовый аналитик в Kolesa.kz","2026-02-03T17:48:47+0300","Kolesa (АО Колеса)","https://hh.ru/vacancy/130141552"
"130495984","Senior Python Developer (FastAPI)","2026-02-16T16:03:14+0300","USETECH","https://hh.ru/vacancy/130495984"
"129671651","Системный администратор Linux","2026-01-20T17:41:17+0300","Secunda","https://hh.ru/vacancy/129671651"
"130451419","Junior Python Backend Developer/Python-разработчик","2026-02-14T16:53:37+0300","Крайчик Георгий Ильич","https://hh.ru/vacancy/130451419"
